G00039MO,"WURCS=2.0/1,2,1/[a2112h-1a_1-5_2*NCC/3=O]/1-1/a3-b1",2,TRUE
G00040MO,"WURCS=2.0/2,2,1/[u2112h_2*NCC/3=O][a2112h-1a_1-5_2*NCC/3=O]/1-2/a3-b1",2,TRUE
G00041MO,"WURCS=2.0/2,2,1/[a2112h-1a_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O]/1-2/a6-b1",2,TRUE
G00042MO,"WURCS=2.0/2,2,1/[u2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O]/1-2/a6-b1",2,TRUE
G00043MO,"WURCS=2.0/1,2,1/[a2112h-1a_1-5_2*NCC/3=O]/1-1/a6-b1",2,TRUE
G00044MO,"WURCS=2.0/2,2,1/[u2112h_2*NCC/3=O][a2112h-1a_1-5_2*NCC/3=O]/1-2/a6-b1",2,TRUE
G00055MO,"WURCS=2.0/2,2,1/[a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5]/1-2/a4-b1",2,FALSE
G00056MO,"WURCS=2.0/2,2,1/[a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5]/1-2/a3-b1",2,FALSE
G24432YB,"WURCS=2.0/2,2,1/[a2112h-1b_1-5][a2112h-1a_1-5]/1-2/a3-b1",2,FALSE
G30207PZ,"WURCS=2.0/2,2,1/[a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2/a3-b2",2,TRUE/FALSE
G31736BK,"WURCS=2.0/2,2,1/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O]/1-2/a4-b1",2,FALSE
G36123IU,"WURCS=2.0/2,2,1/[a2112h-1a_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2/a6-b2",2,TRUE/FALSE
G73708UL,"WURCS=2.0/2,2,1/[a2112h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2/a6-b2",2,FALSE
G84224TW,"WURCS=2.0/2,2,1/[a2122h-1b_1-5][a2112h-1b_1-5]/1-2/a4-b1",2,TRUE
G18464VS,"WURCS=2.0/2,2,1/[a2122h-1x_1-5_2*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O_4*OSO/3=O/3=O]/1-2/a4-b1",2,FALSE
G50926NK,"WURCS=2.0/2,2,1/[a2112h-1b_1-5][a2112h-1b_1-5_3*OSO/3=O/3=O]/1-2/a4-b1",2,TRUE
G57321FI,"WURCS=2.0/1,1,0/[a2112h-1a_1-5_2*NCC/3=O]/1/",1,TRUE
G65889KE,"WURCS=2.0/1,1,0/[a2112h-1b_1-5]/1/",1,TRUE
G70323CJ,"WURCS=2.0/1,1,0/[a1122h-1x_1-5]/1/",1,TRUE
G71142DF,"WURCS=2.0/1,1,0/[a2122h-1b_1-5]/1/",1,TRUE
G82576YO,"WURCS=2.0/1,1,0/[a1221m-1x_1-5]/1/",1,TRUE
G72548RZ,"WURCS=2.0/1,1,0/[a2112h-1b_1-5_3*OSO/3=O/3=O]/1/",1,TRUE
